"Group 1: age (45~55), socio-economic<0",,,,,"Group 2: age (45~55), socio-economic>0",,,,,"Group 3: education (12~16), socio-economic<0",,,,,"Group 4: education (12~16), socio-economic>0",,,,,"Group 5: age (45~55), education (12~16), socio-economic<0",,,,,,,"Group 6: age (45~55), education (12~16), socio-economic>0",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,,,wealth,age,education,socioeconomic
,,,,,,,,,,,,,,,45000,60,12,48264,,,,,,,,,,,,
,,,,,,,,,,,,,,,3712000,62,16,48266,,,,,,,,,,,,
,,,,,,,,,,,,,,,82200,46,13,48267,,,,,,,,,,,,
,,,,,,,,,,,,,,,8000,48,13,48268,,,,,,,,,,,,
,,,,,,,,,,,,,,,2822529,80,16,48271,,,,,,,,,,,,
,,,,,,,,,,,,,,,33011,28,14,48273,,,,,,,,,,,,
,,,,,,,,,,,,,,,77000,49,16,48275,,,,,,,,,,,,
,,,,,,,,,,,,,,,36600,55,12,48277,,,,,,,,,,,,
,,,,,,,,,,,,,,,571000,50,15,48278,,,,,,,,,,,,
,,,,,,,,,,,,,,,11000,27,12,48283,,,,,,,,,,,,
,,,,,,,,,,,,,,,273000,73,16,48286,,,,,,,,,,,,
,,,,,,,,,,,,,,,146000,56,15,48293,,,,,,,,,,,,
,,,,,,,,,,,,,,,133100,44,13,48295,,,,,,,,,,,,
,,,,,,,,,,,,,,,145180,36,12,48301,,,,,,,,,,,,
,,,,,,,,,,,,,,,203600,38,12,48301,,,,,,,,,,,,
,,,,,,,,,,,,,,,15000,26,15,48304,,,,,,,,,,,,
,,,,,,,,,,,,,,,39653,35,12,48310,,,,,,,,,,,,
,,,,,,,,,,,,,,,-104450,32,12,48326,,,,,,,,,,,,
,,,,,,,,,,,,,,,302000,59,16,48326,,,,,,,,,,,,
,,,,,,,,,,,,,,,1255000,81,12,48326,,,,,,,,,,,,
,,,,,,,,,,,,,,,23540,28,12,48329,,,,,,,,,,,,
,,,,,,,,,,,,,,,93000,34,16,48329,,,,,,,,,,,,
,,,,,,,,,,,,,,,70500,46,12,48329,,,,,,,,,,,,
,,,,,,,,,,,,,,,286000,47,14,48329,,,,,,,,,,,,
,,,,,,,,,,,,,,,-13955,26,16,48332,,,,,,,,,,,,
,,,,,,,,,,,,,,,405500,59,16,48342,,,,,,,,,,,,
,,,,,,,,,,,,,,,195200,73,13,48344,,,,,,,,,,,,
,,,,,,,,,,,,,,,757000,53,13,48354,,,,,,,,,,,,
,,,,,,,,,,,,,,,41000,30,13,48361,,,,,,,,,,,,
,,,,,,,,,,,,,,,77500,31,14,48361,,,,,,,,,,,,
,,,,,,,,,,,,,,,710000,68,13,48366,,,,,,,,,,,,
,,,,,,,,,,,,,,,34300,42,12,48367,,,,,,,,,,,,
,,,,,,,,,,,,,,,-94500,52,12,48371,,,,,,,,,,,,
,,,,,,,,,,,,,,,-4740,33,14,48395,,,,,,,,,,,,
,,,,,,,,,,,,,,,46000,39,13,48395,,,,,,,,,,,,
,,,,,,,,,,,,,,,60000,34,12,48395,,,,,,,,,,,,
,,,,,,,,,,,,,,,-29000,64,12,48400,,,,,,,,,,,,
,,,,,,,,,,,,,,,354500,60,15,48408,,,,,,,,,,,,
,,,,,,,,,,,,,,,52650,50,12,48415,,,,,,,,,,,,
,,,,,,,,,,,,,,,2000,30,15,48421,,,,,,,,,,,,
,,,,,,,,,,,,,,,5000,22,16,48429,,,,,,,,,,,,
,,,,,,,,,,,,,,,103000,48,14,48436,,,,,,,,,,,,
,,,,,,,,,,,,,,,-47000,49,12,48438,,,,,,,,,,,,
,,,,,,,,,,,,,,,-50500,50,16,48443,,,,,,,,,,,,
,,,,,,,,,,,,,,,2000,26,12,48449,,,,,,,,,,,,
,,,,,,,,,,,,,,,34000,34,14,48451,,,,,,,,,,,,
,,,,,,,,,,,,,,,56700,39,12,48457,,,,,,,,,,,,
,,,,,,,,,,,,,,,575000,87,12,48459,,,,,,,,,,,,
,,,,,,,,,,,,,,,-2800,28,14,48462,,,,,,,,,,,,
,,,,,,,,,,,,,,,22000,71,16,48462,,,,,,,,,,,,
,,,,,,,,,,,,,,,775000,29,16,48463,,,,,,,,,,,,
,,,,,,,,,,,,,,,56500,52,12,48464,,,,,,,,,,,,
,,,,,,,,,,,,,,,266000,28,16,48464,,,,,,,,,,,,
,,,,,,,,,,,,,,,4000,43,16,48465,,,,,,,,,,,,
,,,,,,,,,,,,,,,276000,53,13,48466,,,,,,,,,,,,
,,,,,,,,,,,,,,,318200,47,13,48466,,,,,,,,,,,,
,,,,,,,,,,,,,,,3500,40,13,48469,,,,,,,,,,,,
,,,,,,,,,,,,,,,80450,34,16,48469,,,,,,,,,,,,
,,,,,,,,,,,,,,,1777000,70,16,48469,,,,,,,,,,,,
,,,,,,,,,,,,,,,227000,76,12,48471,,,,,,,,,,,,
,,,,,,,,,,,,,,,-335000,52,16,48483,,,,,,,,,,,,
,,,,,,,,,,,,,,,17200,31,15,48486,,,,,,,,,,,,
,,,,,,,,,,,,,,,177700,69,12,48486,,,,,,,,,,,,
,,,,,,,,,,,,,,,432000,39,16,48491,,,,,,,,,,,,
,,,,,,,,,,,,,,,31500,26,15,48495,,,,,,,,,,,,
,,,,,,,,,,,,,,,388250,65,16,48506,,,,,,,,,,,,
,,,,,,,,,,,,,,,240000,34,14,48510,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3700,42,14,48513,,,,,,,,,,,,
,,,,,,,,,,,,,,,597000,66,14,48521,,,,,,,,,,,,
,,,,,,,,,,,,,,,925000,81,16,48526,,,,,,,,,,,,
,,,,,,,,,,,,,,,126400,39,12,48529,,,,,,,,,,,,
,,,,,,,,,,,,,,,78000,67,13,48544,,,,,,,,,,,,
,,,,,,,,,,,,,,,102000,46,13,48555,,,,,,,,,,,,
,,,,,,,,,,,,,,,22000,30,13,48560,,,,,,,,,,,,
,,,,,,,,,,,,,,,23000,33,12,48560,,,,,,,,,,,,
,,,,,,,,,,,,,,,42000,22,12,48560,,,,,,,,,,,,
,,,,,,,,,,,,,,,62500,38,16,48560,,,,,,,,,,,,
,,,,,,,,,,,,,,,-2000,31,12,48562,,,,,,,,,,,,
,,,,,,,,,,,,,,,275700,44,12,48563,,,,,,,,,,,,
,,,,,,,,,,,,,,,-23200,37,16,48582,,,,,,,,,,,,
,,,,,,,,,,,,,,,135000,56,12,48586,,,,,,,,,,,,
,,,,,,,,,,,,,,,34200,39,15,48589,,,,,,,,,,,,
,,,,,,,,,,,,,,,339000,59,12,48594,,,,,,,,,,,,
,,,,,,,,,,,,,,,-2800,29,16,48597,,,,,,,,,,,,
,,,,,,,,,,,,,,,51000,51,14,48597,,,,,,,,,,,,
,,,,,,,,,,,,,,,-9000,44,16,48599,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3700,23,14,48601,,,,,,,,,,,,
,,,,,,,,,,,,,,,2225,25,12,48602,,,,,,,,,,,,
,,,,,,,,,,,,,,,7700,66,12,48604,,,,,,,,,,,,
,,,,,,,,,,,,,,,556000,79,16,48604,,,,,,,,,,,,
,,,,,,,,,,,,,,,100000,33,15,48607,,,,,,,,,,,,
,,,,,,,,,,,,,,,-15000,22,13,48612,,,,,,,,,,,,
,,,,,,,,,,,,,,,970000,70,16,48617,,,,,,,,,,,,
,,,,,,,,,,,,,,,36000,25,15,48618,,,,,,,,,,,,
,,,,,,,,,,,,,,,610000,40,16,48625,,,,,,,,,,,,
,,,,,,,,,,,,,,,282000,26,14,48626,,,,,,,,,,,,
,,,,,,,,,,,,,,,197000,58,16,48630,,,,,,,,,,,,
,,,,,,,,,,,,,,,21600,42,15,48648,,,,,,,,,,,,
,,,,,,,,,,,,,,,275800,48,16,48649,,,,,,,,,,,,
,,,,,,,,,,,,,,,20100,52,15,48651,,,,,,,,,,,,
,,,,,,,,,,,,,,,419000,56,16,48651,,,,,,,,,,,,
,,,,,,,,,,,,,,,18000,29,15,48658,,,,,,,,,,,,
,,,,,,,,,,,,,,,36000,31,12,48671,,,,,,,,,,,,
,,,,,,,,,,,,,,,-26200,34,14,48672,,,,,,,,,,,,
,,,,,,,,,,,,,,,-20100,43,13,48672,,,,,,,,,,,,
,,,,,,,,,,,,,,,344600,59,12,48672,,,,,,,,,,,,
,,,,,,,,,,,,,,,17000,30,12,48675,,,,,,,,,,,,
,,,,,,,,,,,,,,,76300,45,16,48675,,,,,,,,,,,,
,,,,,,,,,,,,,,,-23200,33,16,48681,,,,,,,,,,,,
,,,,,,,,,,,,,,,317000,59,12,48681,,,,,,,,,,,,
,,,,,,,,,,,,,,,117346,46,12,48684,,,,,,,,,,,,
,,,,,,,,,,,,,,,350987,47,16,48686,,,,,,,,,,,,
,,,,,,,,,,,,,,,96293,55,14,48692,,,,,,,,,,,,
,,,,,,,,,,,,,,,395000,76,12,48700,,,,,,,,,,,,
,,,,,,,,,,,,,,,96000,46,12,48713,,,,,,,,,,,,
,,,,,,,,,,,,,,,1286500,72,16,48713,,,,,,,,,,,,
,,,,,,,,,,,,,,,633000,62,12,48717,,,,,,,,,,,,
,,,,,,,,,,,,,,,107000,29,15,48718,,,,,,,,,,,,
,,,,,,,,,,,,,,,35000,37,12,48726,,,,,,,,,,,,
,,,,,,,,,,,,,,,-19500,38,14,48732,,,,,,,,,,,,
,,,,,,,,,,,,,,,40000,32,15,48738,,,,,,,,,,,,
,,,,,,,,,,,,,,,105400,58,12,48738,,,,,,,,,,,,
,,,,,,,,,,,,,,,202800,74,12,48739,,,,,,,,,,,,
,,,,,,,,,,,,,,,586411,67,14,48739,,,,,,,,,,,,
,,,,,,,,,,,,,,,109000,49,12,48741,,,,,,,,,,,,
,,,,,,,,,,,,,,,128000,42,12,48742,,,,,,,,,,,,
,,,,,,,,,,,,,,,-7000,37,12,48747,,,,,,,,,,,,
,,,,,,,,,,,,,,,202400,34,14,48748,,,,,,,,,,,,
,,,,,,,,,,,,,,,110000,70,12,48749,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,49,14,48749,,,,,,,,,,,,
,,,,,,,,,,,,,,,-4999,33,16,48751,,,,,,,,,,,,
,,,,,,,,,,,,,,,112000,46,12,48757,,,,,,,,,,,,
,,,,,,,,,,,,,,,468000,49,12,48758,,,,,,,,,,,,
,,,,,,,,,,,,,,,141000,32,16,48760,,,,,,,,,,,,
,,,,,,,,,,,,,,,600,27,13,48767,,,,,,,,,,,,
,,,,,,,,,,,,,,,186400,61,14,48771,,,,,,,,,,,,
,,,,,,,,,,,,,,,217000,34,16,48771,,,,,,,,,,,,
,,,,,,,,,,,,,,,1136000,34,12,48771,,,,,,,,,,,,
,,,,,,,,,,,,,,,689000,58,16,48776,,,,,,,,,,,,
,,,,,,,,,,,,,,,-68500,35,12,48778,,,,,,,,,,,,
,,,,,,,,,,,,,,,8000,58,14,48783,,,,,,,,,,,,
,,,,,,,,,,,,,,,3435000,46,14,48783,,,,,,,,,,,,
,,,,,,,,,,,,,,,60000,26,15,48784,,,,,,,,,,,,
,,,,,,,,,,,,,,,259800,44,12,48786,,,,,,,,,,,,
,,,,,,,,,,,,,,,44000,25,16,48787,,,,,,,,,,,,
,,,,,,,,,,,,,,,1020,35,12,48792,,,,,,,,,,,,
,,,,,,,,,,,,,,,1710000,64,16,48797,,,,,,,,,,,,
,,,,,,,,,,,,,,,139000,53,14,48799,,,,,,,,,,,,
,,,,,,,,,,,,,,,179700,47,16,48799,,,,,,,,,,,,
,,,,,,,,,,,,,,,141000,48,12,48804,,,,,,,,,,,,
,,,,,,,,,,,,,,,62400,42,12,48807,,,,,,,,,,,,
,,,,,,,,,,,,,,,18301,26,13,48809,,,,,,,,,,,,
,,,,,,,,,,,,,,,712000,40,12,48810,,,,,,,,,,,,
,,,,,,,,,,,,,,,18000,39,12,48812,,,,,,,,,,,,
,,,,,,,,,,,,,,,-15700,36,13,48815,,,,,,,,,,,,
,,,,,,,,,,,,,,,942000,76,16,48816,,,,,,,,,,,,
,,,,,,,,,,,,,,,-1000,55,12,48822,,,,,,,,,,,,
,,,,,,,,,,,,,,,394000,59,13,48825,,,,,,,,,,,,
,,,,,,,,,,,,,,,170000,37,14,48831,,,,,,,,,,,,
,,,,,,,,,,,,,,,-33789,29,15,48832,,,,,,,,,,,,
,,,,,,,,,,,,,,,73500,50,13,48833,,,,,,,,,,,,
,,,,,,,,,,,,,,,97310,26,16,48841,,,,,,,,,,,,
,,,,,,,,,,,,,,,364000,63,14,48856,,,,,,,,,,,,
,,,,,,,,,,,,,,,272000,57,16,48860,,,,,,,,,,,,
,,,,,,,,,,,,,,,31500,49,14,48882,,,,,,,,,,,,
,,,,,,,,,,,,,,,-33100,25,16,48892,,,,,,,,,,,,
,,,,,,,,,,,,,,,-33000,21,14,48892,,,,,,,,,,,,
,,,,,,,,,,,,,,,7000,19,12,48892,,,,,,,,,,,,
,,,,,,,,,,,,,,,-19000,23,16,48893,,,,,,,,,,,,
,,,,,,,,,,,,,,,10000,23,14,48902,,,,,,,,,,,,
,,,,,,,,,,,,,,,141000,49,12,48902,,,,,,,,,,,,
,,,,,,,,,,,,,,,10000,22,16,48911,,,,,,,,,,,,
,,,,,,,,,,,,,,,230000,61,12,48913,,,,,,,,,,,,
,,,,,,,,,,,,,,,82000,42,15,48917,,,,,,,,,,,,
,,,,,,,,,,,,,,,117000,33,14,48928,,,,,,,,,,,,
,,,,,,,,,,,,,,,-75400,57,12,48938,,,,,,,,,,,,
,,,,,,,,,,,,,,,96713,28,13,48940,,,,,,,,,,,,
,,,,,,,,,,,,,,,31000,28,16,48941,,,,,,,,,,,,
,,,,,,,,,,,,,,,590500,43,12,48946,,,,,,,,,,,,
,,,,,,,,,,,,,,,344000,34,12,48949,,,,,,,,,,,,
,,,,,,,,,,,,,,,6400,48,13,48951,,,,,,,,,,,,
,,,,,,,,,,,,,,,48000,27,14,48956,,,,,,,,,,,,
,,,,,,,,,,,,,,,25500,43,12,48963,,,,,,,,,,,,
,,,,,,,,,,,,,,,-20000,54,12,48963,,,,,,,,,,,,
,,,,,,,,,,,,,,,459500,41,12,48965,,,,,,,,,,,,
,,,,,,,,,,,,,,,25700,24,13,48971,,,,,,,,,,,,
,,,,,,,,,,,,,,,2065000,31,16,48971,,,,,,,,,,,,
,,,,,,,,,,,,,,,-115000,43,12,48972,,,,,,,,,,,,
,,,,,,,,,,,,,,,-36000,39,16,48972,,,,,,,,,,,,
,,,,,,,,,,,,,,,194500,31,15,48975,,,,,,,,,,,,
,,,,,,,,,,,,,,,1600,33,12,48977,,,,,,,,,,,,
,,,,,,,,,,,,,,,287000,58,15,48977,,,,,,,,,,,,
,,,,,,,,,,,,,,,85000,43,12,48990,,,,,,,,,,,,
,,,,,,,,,,,,,,,30000,41,14,49001,,,,,,,,,,,,
,,,,,,,,,,,,,,,51242,43,14,49002,,,,,,,,,,,,
,,,,,,,,,,,,,,,22000,28,16,49012,,,,,,,,,,,,
,,,,,,,,,,,,,,,-30000,26,12,49014,,,,,,,,,,,,
,,,,,,,,,,,,,,,15000,27,12,49014,,,,,,,,,,,,
,,,,,,,,,,,,,,,188000,40,15,49014,,,,,,,,,,,,
,,,,,,,,,,,,,,,4500,25,14,49025,,,,,,,,,,,,
,,,,,,,,,,,,,,,161400,46,12,49031,,,,,,,,,,,,
,,,,,,,,,,,,,,,25500,67,14,49032,,,,,,,,,,,,
,,,,,,,,,,,,,,,806000,73,16,49034,,,,,,,,,,,,
,,,,,,,,,,,,,,,20100,37,12,49037,,,,,,,,,,,,
,,,,,,,,,,,,,,,392900,76,16,49037,,,,,,,,,,,,
,,,,,,,,,,,,,,,425143,30,14,49037,,,,,,,,,,,,
,,,,,,,,,,,,,,,246000,67,16,49038,,,,,,,,,,,,
,,,,,,,,,,,,,,,43830,39,16,49041,,,,,,,,,,,,
,,,,,,,,,,,,,,,90600,61,12,49041,,,,,,,,,,,,
,,,,,,,,,,,,,,,-30000,25,15,49082,,,,,,,,,,,,
,,,,,,,,,,,,,,,31000,29,16,49091,,,,,,,,,,,,
,,,,,,,,,,,,,,,68500,38,13,49091,,,,,,,,,,,,
,,,,,,,,,,,,,,,70400,42,12,49093,,,,,,,,,,,,
,,,,,,,,,,,,,,,567000,81,16,49097,,,,,,,,,,,,
,,,,,,,,,,,,,,,480000,22,16,49102,,,,,,,,,,,,
,,,,,,,,,,,,,,,93200,48,12,49103,,,,,,,,,,,,
,,,,,,,,,,,,,,,565000,69,13,49104,,,,,,,,,,,,
,,,,,,,,,,,,,,,341500,48,12,49105,,,,,,,,,,,,
,,,,,,,,,,,,,,,18100,46,12,49106,,,,,,,,,,,,
,,,,,,,,,,,,,,,9000,63,12,49111,,,,,,,,,,,,
,,,,,,,,,,,,,,,9400,61,12,49111,,,,,,,,,,,,
,,,,,,,,,,,,,,,40000,58,13,49111,,,,,,,,,,,,
,,,,,,,,,,,,,,,-21599,38,14,49114,,,,,,,,,,,,
,,,,,,,,,,,,,,,110000,59,12,49115,,,,,,,,,,,,
,,,,,,,,,,,,,,,-4850,33,14,49126,,,,,,,,,,,,
,,,,,,,,,,,,,,,18000,25,12,49129,,,,,,,,,,,,
,,,,,,,,,,,,,,,62000,27,15,49129,,,,,,,,,,,,
,,,,,,,,,,,,,,,267000,60,16,49129,,,,,,,,,,,,
,,,,,,,,,,,,,,,58000,45,13,49142,,,,,,,,,,,,
,,,,,,,,,,,,,,,40500,51,15,49145,,,,,,,,,,,,
,,,,,,,,,,,,,,,153000,42,12,49146,,,,,,,,,,,,
,,,,,,,,,,,,,,,3355000,53,13,49147,,,,,,,,,,,,
,,,,,,,,,,,,,,,-1900,27,12,49150,,,,,,,,,,,,
,,,,,,,,,,,,,,,202000,67,14,49151,,,,,,,,,,,,
,,,,,,,,,,,,,,,269300,64,16,49155,,,,,,,,,,,,
,,,,,,,,,,,,,,,559000,52,14,49156,,,,,,,,,,,,
,,,,,,,,,,,,,,,210400,35,12,49160,,,,,,,,,,,,
,,,,,,,,,,,,,,,231060,50,13,49162,,,,,,,,,,,,
,,,,,,,,,,,,,,,279000,51,14,49162,,,,,,,,,,,,
,,,,,,,,,,,,,,,27000,57,14,49171,,,,,,,,,,,,
,,,,,,,,,,,,,,,610000,57,12,49172,,,,,,,,,,,,
,,,,,,,,,,,,,,,81000,31,12,49173,,,,,,,,,,,,
,,,,,,,,,,,,,,,3500,28,15,49178,,,,,,,,,,,,
,,,,,,,,,,,,,,,73800,56,13,49178,,,,,,,,,,,,
,,,,,,,,,,,,,,,364000,49,13,49179,,,,,,,,,,,,
,,,,,,,,,,,,,,,214200,44,14,49187,,,,,,,,,,,,
,,,,,,,,,,,,,,,37900,27,14,49189,,,,,,,,,,,,
,,,,,,,,,,,,,,,1164000,32,12,49190,,,,,,,,,,,,
,,,,,,,,,,,,,,,75000,38,16,49191,,,,,,,,,,,,
,,,,,,,,,,,,,,,33000,33,12,49192,,,,,,,,,,,,
,,,,,,,,,,,,,,,-96000,55,15,49194,,,,,,,,,,,,
,,,,,,,,,,,,,,,-168500,60,15,49206,,,,,,,,,,,,
,,,,,,,,,,,,,,,15000,28,12,49212,,,,,,,,,,,,
,,,,,,,,,,,,,,,22400,58,12,49212,,,,,,,,,,,,
,,,,,,,,,,,,,,,141500,58,13,49212,,,,,,,,,,,,
,,,,,,,,,,,,,,,89500,29,13,49213,,,,,,,,,,,,
,,,,,,,,,,,,,,,5500,26,16,49214,,,,,,,,,,,,
,,,,,,,,,,,,,,,17000,39,13,49215,,,,,,,,,,,,
,,,,,,,,,,,,,,,58500,31,14,49220,,,,,,,,,,,,
,,,,,,,,,,,,,,,4088900,47,14,49220,,,,,,,,,,,,
,,,,,,,,,,,,,,,358000,65,16,49221,,,,,,,,,,,,
,,,,,,,,,,,,,,,108700,50,13,49226,,,,,,,,,,,,
,,,,,,,,,,,,,,,-49500,51,12,49236,,,,,,,,,,,,
,,,,,,,,,,,,,,,137000,49,15,49237,,,,,,,,,,,,
,,,,,,,,,,,,,,,167900,58,12,49238,,,,,,,,,,,,
,,,,,,,,,,,,,,,1000,26,12,49240,,,,,,,,,,,,
,,,,,,,,,,,,,,,8000,77,12,49249,,,,,,,,,,,,
,,,,,,,,,,,,,,,148500,34,12,49249,,,,,,,,,,,,
,,,,,,,,,,,,,,,169900,82,12,49249,,,,,,,,,,,,
,,,,,,,,,,,,,,,1588000,60,15,49249,,,,,,,,,,,,
,,,,,,,,,,,,,,,690000,60,16,49250,,,,,,,,,,,,
,,,,,,,,,,,,,,,-30000,23,16,49252,,,,,,,,,,,,
,,,,,,,,,,,,,,,25250,62,13,49252,,,,,,,,,,,,
,,,,,,,,,,,,,,,367000,47,13,49252,,,,,,,,,,,,
,,,,,,,,,,,,,,,829740,66,13,49252,,,,,,,,,,,,
,,,,,,,,,,,,,,,5500,35,16,49261,,,,,,,,,,,,
,,,,,,,,,,,,,,,30000,31,14,49262,,,,,,,,,,,,
,,,,,,,,,,,,,,,924000,54,16,49263,,,,,,,,,,,,
,,,,,,,,,,,,,,,-55800,29,15,49264,,,,,,,,,,,,
,,,,,,,,,,,,,,,24400,27,16,49267,,,,,,,,,,,,
,,,,,,,,,,,,,,,20000,51,12,49267,,,,,,,,,,,,
,,,,,,,,,,,,,,,132000,54,12,49267,,,,,,,,,,,,
,,,,,,,,,,,,,,,37500,38,14,49273,,,,,,,,,,,,
,,,,,,,,,,,,,,,27101,35,13,49274,,,,,,,,,,,,
,,,,,,,,,,,,,,,172400,56,16,49275,,,,,,,,,,,,
,,,,,,,,,,,,,,,521000,85,15,49278,,,,,,,,,,,,
,,,,,,,,,,,,,,,378000,73,12,49283,,,,,,,,,,,,
,,,,,,,,,,,,,,,160000,47,16,49286,,,,,,,,,,,,
,,,,,,,,,,,,,,,300,72,14,49287,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,46,13,49287,,,,,,,,,,,,
,,,,,,,,,,,,,,,23000,43,12,49291,,,,,,,,,,,,
,,,,,,,,,,,,,,,19700,34,16,49299,,,,,,,,,,,,
,,,,,,,,,,,,,,,250150,44,12,49299,,,,,,,,,,,,
,,,,,,,,,,,,,,,2233000,71,16,49301,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,68,13,49304,,,,,,,,,,,,
,,,,,,,,,,,,,,,326000,67,14,49307,,,,,,,,,,,,
,,,,,,,,,,,,,,,500,34,14,49310,,,,,,,,,,,,
,,,,,,,,,,,,,,,13900,36,12,49310,,,,,,,,,,,,
,,,,,,,,,,,,,,,97000,26,16,49315,,,,,,,,,,,,
,,,,,,,,,,,,,,,144000,25,14,49318,,,,,,,,,,,,
,,,,,,,,,,,,,,,50649,30,16,49325,,,,,,,,,,,,
,,,,,,,,,,,,,,,115000,49,13,49325,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,23,12,49329,,,,,,,,,,,,
,,,,,,,,,,,,,,,164500,46,12,49329,,,,,,,,,,,,
,,,,,,,,,,,,,,,183000,39,12,49329,,,,,,,,,,,,
,,,,,,,,,,,,,,,-12200,35,14,49338,,,,,,,,,,,,
,,,,,,,,,,,,,,,18000,66,13,49344,,,,,,,,,,,,
,,,,,,,,,,,,,,,234800,43,12,49350,,,,,,,,,,,,
,,,,,,,,,,,,,,,187700,57,12,49358,,,,,,,,,,,,
,,,,,,,,,,,,,,,-31000,29,12,49362,,,,,,,,,,,,
,,,,,,,,,,,,,,,4600,21,13,49366,,,,,,,,,,,,
,,,,,,,,,,,,,,,818000,62,14,49376,,,,,,,,,,,,
,,,,,,,,,,,,,,,2126200,34,13,49379,,,,,,,,,,,,
,,,,,,,,,,,,,,,2000,51,13,49385,,,,,,,,,,,,
,,,,,,,,,,,,,,,-19800,48,14,49386,,,,,,,,,,,,
,,,,,,,,,,,,,,,32600,49,13,49398,,,,,,,,,,,,
,,,,,,,,,,,,,,,128500,62,12,49401,,,,,,,,,,,,
,,,,,,,,,,,,,,,14300,53,14,49401,,,,,,,,,,,,
,,,,,,,,,,,,,,,402000,35,12,49407,,,,,,,,,,,,
,,,,,,,,,,,,,,,511500,41,16,49410,,,,,,,,,,,,
,,,,,,,,,,,,,,,421600,53,13,49411,,,,,,,,,,,,
,,,,,,,,,,,,,,,68000,24,16,49415,,,,,,,,,,,,
,,,,,,,,,,,,,,,571000,59,16,49418,,,,,,,,,,,,
,,,,,,,,,,,,,,,36000,47,12,49425,,,,,,,,,,,,
,,,,,,,,,,,,,,,25300,44,12,49428,,,,,,,,,,,,
,,,,,,,,,,,,,,,34000,24,16,49428,,,,,,,,,,,,
,,,,,,,,,,,,,,,269000,60,12,49428,,,,,,,,,,,,
,,,,,,,,,,,,,,,88000,58,12,49430,,,,,,,,,,,,
,,,,,,,,,,,,,,,103500,25,14,49437,,,,,,,,,,,,
,,,,,,,,,,,,,,,547000,80,16,49449,,,,,,,,,,,,
,,,,,,,,,,,,,,,164200,33,12,49454,,,,,,,,,,,,
,,,,,,,,,,,,,,,59001,48,13,49460,,,,,,,,,,,,
,,,,,,,,,,,,,,,109000,60,14,49462,,,,,,,,,,,,
,,,,,,,,,,,,,,,31700,26,13,49466,,,,,,,,,,,,
,,,,,,,,,,,,,,,165000,48,13,49469,,,,,,,,,,,,
,,,,,,,,,,,,,,,243400,37,15,49491,,,,,,,,,,,,
,,,,,,,,,,,,,,,9500,27,12,49510,,,,,,,,,,,,
,,,,,,,,,,,,,,,242000,73,13,49515,,,,,,,,,,,,
,,,,,,,,,,,,,,,238500,49,13,49518,,,,,,,,,,,,
,,,,,,,,,,,,,,,45000,44,12,49525,,,,,,,,,,,,
,,,,,,,,,,,,,,,86000,33,12,49529,,,,,,,,,,,,
,,,,,,,,,,,,,,,111000,29,14,49529,,,,,,,,,,,,
,,,,,,,,,,,,,,,192000,47,12,49529,,,,,,,,,,,,
,,,,,,,,,,,,,,,728500,79,12,49533,,,,,,,,,,,,
,,,,,,,,,,,,,,,211500,46,12,49535,,,,,,,,,,,,
,,,,,,,,,,,,,,,21000,25,12,49546,,,,,,,,,,,,
,,,,,,,,,,,,,,,144000,34,16,49549,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,28,14,49557,,,,,,,,,,,,
,,,,,,,,,,,,,,,14000,35,12,49559,,,,,,,,,,,,
,,,,,,,,,,,,,,,103200,54,15,49559,,,,,,,,,,,,
,,,,,,,,,,,,,,,200,36,12,49560,,,,,,,,,,,,
,,,,,,,,,,,,,,,135200,39,12,49560,,,,,,,,,,,,
,,,,,,,,,,,,,,,562000,43,16,49560,,,,,,,,,,,,
,,,,,,,,,,,,,,,-25700,31,13,49562,,,,,,,,,,,,
,,,,,,,,,,,,,,,422000,70,14,49566,,,,,,,,,,,,
,,,,,,,,,,,,,,,399000,55,12,49568,,,,,,,,,,,,
,,,,,,,,,,,,,,,687000,56,16,49568,,,,,,,,,,,,
,,,,,,,,,,,,,,,1100,42,14,49571,,,,,,,,,,,,
,,,,,,,,,,,,,,,38600,60,12,49571,,,,,,,,,,,,
,,,,,,,,,,,,,,,300,52,12,49571,,,,,,,,,,,,
,,,,,,,,,,,,,,,429955,46,14,49579,,,,,,,,,,,,
,,,,,,,,,,,,,,,53550,33,12,49582,,,,,,,,,,,,
,,,,,,,,,,,,,,,18400,31,12,49599,,,,,,,,,,,,
,,,,,,,,,,,,,,,-57500,38,16,49605,,,,,,,,,,,,
,,,,,,,,,,,,,,,-17000,42,12,49605,,,,,,,,,,,,
,,,,,,,,,,,,,,,62000,34,15,49607,,,,,,,,,,,,
,,,,,,,,,,,,,,,6300,47,14,49608,,,,,,,,,,,,
,,,,,,,,,,,,,,,5000,35,12,49610,,,,,,,,,,,,
,,,,,,,,,,,,,,,22700,27,12,49629,,,,,,,,,,,,
