"Group 1: age (45~55), socio-economic<0",,,,,"Group 2: age (45~55), socio-economic>0",,,,,"Group 3: education (12~16), socio-economic<0",,,,,"Group 4: education (12~16), socio-economic>0",,,,,"Group 5: age (45~55), education (12~16), socio-economic<0",,,,,,,"Group 6: age (45~55), education (12~16), socio-economic>0",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,,,wealth,age,education,socioeconomic
887,53,12,-12479,,205000,55,16,13746,,0,50,12,-23099,,77000,74,12,3584,,101000,47,16,-5482,,,,48000,45,12,18902
23300,45,12,-12451,,203000,55,12,13758,,0,48,12,-23099,,-75300,23,16,3585,,0,53,12,-5442,,,,72100,52,12,18912
0,49,12,-12447,,36200,49,16,13772,,0,53,12,-23099,,9000,24,12,3586,,18535,50,14,-5442,,,,11600,45,12,18913
2308000,52,17,-12443,,1263000,51,16,13775,,1800,55,15,-23099,,173900,77,12,3586,,500,45,12,-5435,,,,100000,51,16,18928
-8000,53,13,-12442,,-88000,51,17,13792,,5600,50,12,-23099,,75021,83,12,3589,,29000,50,14,-5435,,,,18000,53,12,18947
17000,53,12,-12442,,5000,45,12,13792,,28000,51,12,-23099,,14000,26,13,3591,,17826,55,14,-5434,,,,115000,54,16,18948
-5000,45,13,-12439,,535000,54,12,13794,,118000,49,13,-23099,,-3673,33,12,3595,,4750,46,12,-5403,,,,53000,53,13,18970
417000,53,12,-12436,,0,54,12,13812,,-20000,26,13,-23099,,-800,84,16,3595,,14970,48,13,-5403,,,,489000,53,12,18973
180040,51,12,-12435,,134000,52,12,13812,,-5980,29,12,-23099,,208000,61,12,3595,,28600,45,12,-5403,,,,2000,54,14,18982
-1080,49,12,-12429,,23600,54,12,13820,,-4100,27,13,-23099,,0,40,14,3596,,38500,47,15,-5403,,,,40050,48,13,18986
70000,55,11,-12427,,57500,49,12,13820,,-1000,39,12,-23099,,-48800,24,12,3597,,70000,47,12,-5396,,,,56700,49,12,18987
0,48,11,-12413,,114700,45,12,13820,,0,26,12,-23099,,5000,70,16,3597,,-6000,49,13,-5386,,,,15000,45,12,18988
2500,46,13,-12398,,46000,45,12,13823,,0,36,12,-23099,,57000,44,12,3599,,800,47,12,-5386,,,,1016000,52,16,18988
25000,51,14,-12398,,-9500,55,14,13832,,0,21,12,-23099,,-3000,34,12,3607,,-30000,46,16,-5373,,,,93300,53,16,18997
72000,47,11,-12398,,13000,55,16,13832,,0,32,12,-23099,,30500,48,12,3611,,61000,48,14,-5372,,,,0,53,12,19014
2500,52,13,-12392,,31000,53,12,13832,,0,59,13,-23099,,285000,64,15,3612,,-10000,54,13,-5328,,,,2,50,14,19014
0,45,12,-12391,,270300,55,13,13842,,0,36,12,-23099,,-33200,28,13,3613,,-9800,53,16,-5328,,,,24000,54,16,19014
200,55,12,-12378,,10000,50,12,13857,,0,34,14,-23099,,20600,30,14,3614,,5000,51,14,-5328,,,,65000,49,16,19014
5850,54,6,-12375,,166600,53,12,13867,,0,25,12,-23099,,5500,56,14,3616,,16000,53,12,-5328,,,,2320,47,12,19019
0,50,12,-12372,,2331000,55,17,13870,,0,28,12,-23099,,0,36,12,3620,,-44500,52,14,-5320,,,,265000,51,16,19047
0,51,6,-12371,,67000,46,12,13892,,0,22,12,-23099,,37000,45,12,3622,,173700,46,15,-5317,,,,131000,51,12,19062
585000,53,12,-12369,,457000,50,14,13892,,14000,42,12,-23099,,404000,52,14,3623,,14000,46,12,-5314,,,,70500,50,15,19068
-571,50,12,-12366,,105900,49,13,13895,,51500,30,12,-23099,,726000,72,16,3624,,-12500,54,14,-5303,,,,144800,53,14,19101
0,51,11,-12348,,111000,46,16,13896,,4071900,34,13,-23099,,5000,56,12,3625,,51075,46,12,-5289,,,,80000,49,16,19102
7000,51,9,-12344,,2800,48,12,13902,,-14500,47,16,-23090,,-11000,25,15,3626,,54500,54,16,-5285,,,,62318,50,14,19111
-40000,48,11,-12330,,6280,55,16,13902,,-10000,40,12,-23079,,33500,54,14,3638,,186250,48,13,-5281,,,,77000,51,14,19115
1093000,47,12,-12329,,32000,45,11,13902,,0,27,12,-23074,,37000,40,12,3642,,15000,46,12,-5272,,,,145000,46,16,19141
45000,54,9,-12323,,7400,54,12,13918,,65300,56,12,-23074,,169000,73,12,3644,,-14500,49,12,-5208,,,,30000,54,12,19165
-1399,51,10,-12322,,89000,53,14,13920,,-48000,20,12,-23069,,284050,70,12,3651,,0,50,12,-5205,,,,16000,48,12,19174
56044,55,12,-12314,,11000,47,17,13931,,0,48,12,-23068,,79000,33,12,3652,,5000,46,12,-5186,,,,100500,53,12,19185
130000,55,12,-12314,,16500,54,11,13939,,0,33,12,-23060,,101000,60,12,3654,,593000,48,15,-5183,,,,11000,45,13,19194
0,53,13,-12312,,37000,51,17,13939,,-19500,32,12,-23053,,0,25,12,3662,,7086,52,12,-5181,,,,80000,46,12,19199
70200,54,10,-12308,,11100,47,12,13945,,-100000,31,13,-23051,,7000,47,14,3667,,20000,45,12,-5180,,,,1270000,46,16,19207
510,53,14,-12306,,204000,55,13,13946,,39500,39,12,-23051,,-55000,34,14,3672,,13000,54,14,-5178,,,,8020,54,14,19215
700,48,14,-12299,,0,45,15,13959,,-3000,33,12,-23048,,-7000,43,12,3678,,32500,49,12,-5151,,,,40000,53,12,19215
1000,55,11,-12299,,2600,45,12,13965,,10732,21,13,-23042,,11500,45,14,3678,,54000,45,12,-5129,,,,38500,48,14,19229
103000,49,17,-12291,,40850,48,12,13967,,214200,57,16,-23039,,-142500,39,16,3682,,41363,45,12,-5113,,,,50500,47,12,19237
75000,52,6,-12289,,-11700,46,16,13973,,4000,31,12,-23027,,144000,91,12,3682,,96000,47,12,-5108,,,,83250,47,14,19243
20,50,16,-12288,,445000,49,11,13986,,50,23,12,-23018,,255000,57,12,3682,,0,49,12,-5099,,,,294000,55,13,19265
10000,51,12,-12288,,78300,55,13,14001,,0,54,12,-23017,,1316300,86,14,3685,,0,52,12,-5099,,,,5020,50,12,19267
0,50,11,-12284,,43800,53,15,14002,,-24200,49,13,-23016,,2300,57,12,3686,,8000,53,14,-5099,,,,482500,49,12,19267
0,50,12,-12275,,6000,46,12,14006,,80,53,16,-23014,,112000,77,14,3686,,10000,45,12,-5099,,,,4000,53,12,19278
-26500,53,12,-12258,,-318000,45,15,14014,,16700,37,12,-23012,,493500,65,13,3686,,18000,53,12,-5099,,,,11000,50,12,19278
0,53,13,-12258,,8000,48,12,14014,,0,47,13,-22985,,890000,61,15,3686,,39000,55,12,-5099,,,,25500,47,16,19278
23000,51,11,-12255,,49000,50,14,14014,,-40000,50,12,-22982,,19200,31,13,3687,,60000,46,12,-5099,,,,57000,49,14,19278
10000,50,12,-12250,,-42000,50,15,14025,,-8700,24,12,-22977,,3500,23,12,3693,,-1000,47,16,-5098,,,,121200,47,16,19278
22500,52,14,-12250,,21000,47,13,14042,,57500,68,12,-22948,,98500,69,13,3693,,0,47,12,-5098,,,,202000,54,16,19278
224000,52,14,-12247,,548500,55,11,14067,,67700,72,13,-22948,,1000,35,12,3694,,11000,49,12,-5098,,,,309000,48,13,19278
0,45,12,-12242,,28200,55,14,14071,,-3650,20,12,-22946,,56900,65,12,3694,,-30100,48,13,-5093,,,,6500,45,12,19286
0,51,12,-12236,,53000,52,6,14074,,0,38,12,-22934,,110500,58,13,3694,,77150,47,14,-5093,,,,165001,53,16,19320
-2500,47,14,-12228,,12000,53,6,14085,,-12000,48,12,-22928,,-150,73,15,3697,,53500,53,12,-5079,,,,29000,52,14,19326
-35000,47,12,-12222,,20033,54,10,14086,,14025,47,12,-22923,,185000,76,12,3697,,110500,55,16,-5030,,,,24764,50,15,19358
0,46,14,-12208,,77900,49,14,14097,,0,46,12,-22913,,255100,57,12,3697,,93600,52,12,-5012,,,,96000,55,13,19358
224250,52,13,-12203,,0,55,14,14102,,11000,59,13,-22909,,5600,42,13,3699,,204000,53,12,-4999,,,,694000,50,15,19358
-400,47,12,-12202,,223000,55,12,14113,,1000,53,15,-22899,,1005000,67,14,3701,,0,50,14,-4986,,,,372000,50,14,19414
1196,46,12,-12198,,32000,48,12,14127,,1170,57,15,-22895,,65536,59,12,3702,,-3400,53,13,-4985,,,,140001,54,15,19420
5300,46,12,-12198,,7000,47,16,14137,,290500,32,14,-22895,,10000,35,13,3709,,140000,52,12,-4975,,,,61500,54,12,19432
13000,52,12,-12186,,-60500,45,15,14146,,294600,39,16,-22895,,36000,84,12,3712,,0,49,12,-4973,,,,-34000,49,14,19452
0,50,11,-12180,,5900,46,6,14184,,15000,30,12,-22889,,232000,75,12,3713,,41000,47,12,-4973,,,,2500,53,12,19454
12000,48,12,-12176,,60000,51,3,14204,,142000,39,12,-22889,,619000,41,16,3713,,178000,52,12,-4973,,,,64101,48,12,19468
44530,48,17,-12175,,7000,46,12,14215,,31005,37,12,-22871,,-4785,25,13,3714,,74800,49,12,-4957,,,,890000,48,12,19470
0,53,12,-12168,,50500,48,12,14229,,7000,24,12,-22868,,927000,41,16,3714,,8000,45,13,-4952,,,,462500,45,14,19472
3900,51,17,-12168,,40000,50,12,14244,,-9000,33,12,-22866,,200,32,14,3715,,71500,53,14,-4947,,,,138300,48,15,19480
55000,51,11,-12168,,89020,47,6,14275,,0,42,13,-22854,,7000,23,12,3715,,514000,50,12,-4937,,,,14000,53,14,19488
800,53,14,-12167,,1500,45,15,14278,,0,42,12,-22851,,140000,58,14,3715,,8000,48,12,-4905,,,,9100,46,14,19514
63400,49,12,-12167,,22000,50,12,14278,,94400,36,12,-22848,,100000,70,16,3717,,0,50,13,-4898,,,,860000,52,16,19529
61001,51,13,-12156,,71600,51,16,14280,,-32496,39,12,-22841,,23000,30,13,3722,,0,54,12,-4862,,,,421000,47,12,19533
3,54,11,-12154,,394000,51,16,14282,,18515,45,12,-22836,,9000,35,14,3724,,-21000,55,14,-4847,,,,1000,53,12,19543
-1770,51,10,-12133,,25000,49,12,14309,,0,48,12,-22818,,58000,33,13,3724,,20500,45,14,-4821,,,,984700,53,12,19544
3012,48,13,-12129,,-500,51,12,14317,,-1500,40,12,-22808,,15200,28,14,3725,,7000,49,14,-4814,,,,-23000,47,14,19558
133600,55,2,-12115,,-700,48,17,14320,,-3000,31,12,-22807,,2300,40,12,3726,,0,47,12,-4785,,,,85500,54,12,19558
29700,50,17,-12114,,39050,45,17,14320,,-5000,27,13,-22799,,-50300,23,16,3728,,123300,51,12,-4761,,,,259000,55,16,19558
1150,50,12,-12110,,1710,51,12,14329,,0,56,12,-22799,,-7000,28,16,3730,,525,50,14,-4722,,,,293001,49,16,19560
625200,54,12,-12101,,201000,53,14,14338,,42337,57,14,-22799,,1018000,86,16,3730,,-45800,47,14,-4714,,,,-10000,45,12,19597
13030,50,14,-12099,,-10000,45,11,14343,,100500,23,12,-22799,,233500,47,16,3738,,51000,52,16,-4699,,,,2000,50,12,19597
82000,53,12,-12098,,103000,55,14,14353,,0,53,12,-22798,,-3600,47,16,3740,,28000,51,12,-4690,,,,170000,53,12,19603
30000,53,12,-12093,,11000,47,15,14358,,-500,29,12,-22790,,274000,56,13,3740,,75,51,16,-4668,,,,-24226,50,14,19609
-4395,45,14,-12087,,48800,47,14,14367,,26085,64,12,-22788,,101900,53,15,3748,,144040,46,12,-4636,,,,40000,55,12,19625
87300,52,12,-12078,,389000,49,12,14374,,500,40,12,-22786,,5200,30,12,3749,,309071,52,16,-4629,,,,85000,49,12,19628
67000,45,12,-12067,,3000,51,10,14394,,-180000,27,12,-22785,,9500,29,12,3752,,40000,47,13,-4613,,,,51800,51,16,19629
27000,55,15,-12057,,-52000,53,12,14396,,-84500,35,16,-22785,,34500,26,12,3752,,56436,51,13,-4605,,,,56000,54,12,19642
-8600,55,12,-12056,,1800,45,12,14396,,-56000,33,16,-22785,,550000,48,13,3754,,0,49,12,-4585,,,,13050,50,14,19653
70,47,12,-12038,,20000,51,12,14399,,0,49,12,-22785,,-9700,60,12,3758,,64400,50,12,-4566,,,,185000,46,14,19664
-8500,52,11,-12020,,365000,48,15,14399,,0,49,12,-22785,,65100,53,14,3758,,-4900,45,12,-4543,,,,213000,47,12,19699
0,53,12,-12014,,-55000,55,12,14401,,0,48,12,-22785,,49000,62,12,3760,,-5500,46,15,-4541,,,,66100,49,12,19701
5500,46,10,-12014,,6800,47,9,14407,,0,52,12,-22785,,190000,29,16,3760,,-452,50,12,-4528,,,,10600,46,14,19711
273200,55,11,-12001,,-20200,52,5,14411,,0,46,12,-22785,,121700,29,14,3761,,52000,49,14,-4513,,,,86050,50,12,19713
1,50,12,-11999,,3250,52,12,14418,,0,50,12,-22785,,2500,26,14,3765,,65500,50,12,-4508,,,,1043560,45,16,19713
23600,48,11,-11993,,-3500,50,11,14424,,4000,55,12,-22785,,-700,27,12,3767,,0,49,14,-4502,,,,500,54,12,19715
0,47,6,-11986,,5000,46,12,14429,,26000,50,12,-22785,,19000,23,14,3767,,6900,50,12,-4496,,,,57000,55,15,19753
10,45,11,-11986,,16100,50,12,14431,,51000,50,12,-22785,,-21300,20,12,3771,,69000,54,14,-4496,,,,17000,53,12,19755
0,50,12,-11967,,2200,51,14,14432,,-14000,34,12,-22785,,18000,40,12,3772,,-13000,51,13,-4471,,,,50500,48,12,19768
0,46,12,-11964,,164000,49,9,14445,,0,60,12,-22785,,10200,60,16,3774,,0,53,12,-4470,,,,105000,46,12,19776
500,45,11,-11963,,456000,48,17,14446,,0,34,12,-22785,,-2095,58,12,3778,,2300,48,12,-4463,,,,98500,55,15,19777
20900,45,12,-11961,,89000,49,13,14449,,0,23,12,-22785,,65400,50,14,3778,,115000,45,15,-4456,,,,175000,49,14,19785
0,46,12,-11955,,129500,48,12,14449,,0,57,13,-22785,,11000,29,15,3785,,3000,47,12,-4432,,,,-5000,51,13,19790
102000,48,10,-11947,,62000,48,12,14454,,0,56,12,-22785,,12500,31,16,3786,,92000,55,14,-4432,,,,3800,53,14,19798
2000,52,0,-11937,,102000,48,14,14457,,0,21,12,-22785,,212910,79,12,3787,,905000,45,16,-4403,,,,-10500,53,14,19820
2000,48,14,-11937,,266200,45,14,14463,,0,27,12,-22785,,5000,44,14,3789,,127200,54,12,-4401,,,,-7400,53,14,19820
67000,55,12,-11936,,70000,49,11,14471,,0,23,12,-22785,,80000,28,13,3790,,27800,52,12,-4396,,,,30100,51,14,19820
126576,48,10,-11936,,17500,49,12,14492,,0,25,12,-22785,,398000,77,14,3791,,50000,54,14,-4388,,,,49100,46,12,19820
0,52,11,-11932,,128654,49,12,14513,,1500,42,13,-22785,,4300,27,13,3797,,4000,46,12,-4385,,,,589900,51,14,19820
0,52,11,-11927,,7500,51,16,14514,,1500,22,12,-22785,,284000,75,13,3797,,-373,54,12,-4374,,,,-1000,47,12,19838
0,55,8,-11927,,179000,48,14,14527,,2000,56,12,-22785,,4000,48,12,3801,,0,49,12,-4357,,,,14000,46,14,19871
2000,49,9,-11927,,20150,50,12,14529,,3008,26,12,-22785,,156500,58,12,3808,,390100,49,12,-4354,,,,537000,47,12,19872
10230,52,12,-11927,,14745,54,12,14539,,50000,23,14,-22785,,116000,45,13,3809,,1000,45,12,-4340,,,,-4400,53,14,19892
0,53,12,-11921,,568000,48,12,14554,,190500,48,12,-22784,,12000,45,13,3812,,260500,46,12,-4334,,,,1705,55,12,19892
3750,51,12,-11920,,153000,49,16,14571,,-18100,25,16,-22784,,10600,30,13,3812,,44500,47,12,-4329,,,,75000,53,12,19901
11000,53,9,-11920,,-1000,55,12,14597,,700,48,12,-22783,,17000,52,12,3814,,800,52,12,-4328,,,,10000,53,14,19904
-3998,52,9,-11917,,-36000,45,17,14599,,1000,52,15,-22780,,268411,45,12,3815,,5000,54,14,-4318,,,,85800,45,12,19915
1300,50,4,-11909,,38450,53,10,14599,,2100,19,12,-22776,,132700,57,16,3819,,269600,51,13,-4318,,,,17000,53,12,19917
2000,46,12,-11905,,218000,53,12,14599,,15300,22,14,-22771,,-26300,26,15,3820,,11300,46,13,-4260,,,,70000,54,12,19929
184300,47,16,-11904,,90000,45,14,14607,,0,23,12,-22744,,700,30,13,3820,,39800,46,16,-4260,,,,125050,50,16,19934
22030,50,11,-11903,,106300,51,13,14608,,-5000,34,12,-22742,,30000,53,12,3820,,-5940,46,16,-4257,,,,58500,54,12,19936
200,49,11,-11898,,263646,52,6,14608,,220000,52,12,-22732,,31879,26,12,3820,,58000,48,12,-4228,,,,-42000,45,14,19949
87500,52,11,-11891,,319000,46,14,14629,,213000,39,12,-22732,,2136000,71,16,3820,,-26500,50,16,-4205,,,,10000,47,13,19968
30000,53,11,-11882,,-5560,45,14,14633,,21000,48,16,-22720,,169000,84,12,3822,,140000,49,13,-4193,,,,310400,48,12,19976
77700,46,0,-11874,,108000,53,11,14633,,0,25,12,-22699,,348395,71,14,3823,,60000,50,14,-4188,,,,79000,54,14,20002
-9573,49,12,-11868,,27000,54,12,14637,,15,36,12,-22690,,8300,48,14,3827,,-18000,51,12,-4186,,,,-3000,49,14,20015
-3500,45,10,-11867,,54076,50,11,14652,,1495000,56,15,-22675,,52667,78,12,3827,,11800,46,13,-4180,,,,154300,49,12,20024
0,51,12,-11863,,21700,45,16,14655,,-12000,38,16,-22673,,85025,59,14,3829,,0,50,12,-4173,,,,148500,50,12,20031
32000,55,11,-11842,,68700,52,12,14659,,660,47,12,-22665,,2000,67,13,3830,,2100,51,16,-4168,,,,267000,54,13,20069
500,53,10,-11831,,80900,51,12,14672,,61455,58,13,-22648,,12000,23,12,3830,,5200,51,12,-4168,,,,85000,47,16,20071
0,55,12,-11830,,192500,53,16,14678,,-14100,29,12,-22647,,108000,34,16,3830,,640000,54,16,-4138,,,,0,45,12,20073
14000,53,15,-11826,,0,55,11,14686,,2800,23,13,-22645,,-18800,28,14,3832,,54500,55,12,-4076,,,,50020,55,16,20078
83500,53,0,-11822,,73000,51,10,14686,,-7000,33,13,-22635,,2500,35,16,3832,,70,52,12,-4074,,,,118000,53,16,20078
56700,52,9,-11819,,151900,52,12,14689,,50000,58,12,-22623,,0,52,12,3832,,41000,45,16,-4058,,,,1132000,47,16,20112
10400,51,14,-11816,,1221000,55,17,14692,,0,52,12,-22599,,23774,55,14,3832,,23200,46,15,-4054,,,,-3300,55,12,20120
26000,52,11,-11814,,145000,46,12,14699,,-20000,41,16,-22599,,20500,25,16,3832,,0,45,16,-4048,,,,252700,53,16,20122
86937,45,12,-11810,,10500,48,12,14705,,200,31,14,-22591,,25000,60,12,3832,,11067,49,12,-4035,,,,211800,48,12,20131
6000,51,12,-11806,,0,52,12,14713,,7000,50,14,-22585,,37100,60,12,3832,,18000,54,14,-4027,,,,60500,46,12,20137
39000,54,0,-11778,,90000,55,12,14731,,3000,32,12,-22576,,78000,61,12,3832,,-76200,49,16,-4017,,,,219000,53,12,20149
0,51,13,-11763,,285678,46,12,14741,,0,36,12,-22568,,118100,31,14,3834,,59000,48,14,-4014,,,,0,50,12,20168
11000,52,12,-11763,,7000,53,12,14742,,0,54,12,-22559,,7750,33,12,3836,,87000,50,14,-4014,,,,335000,50,12,20183
-1975,50,9,-11753,,145000,54,12,14743,,-20000,28,15,-22555,,1000,46,14,3836,,-63000,52,14,-4012,,,,817000,55,13,20186
80000,48,11,-11750,,-7000,45,15,14747,,-600,36,16,-22555,,258028,83,12,3837,,-3000,47,12,-4003,,,,214440,54,14,20188
2001,52,12,-11745,,5900,50,9,14748,,0,34,13,-22555,,430,77,12,3838,,8000,47,12,-3986,,,,-10000,49,16,20190
0,50,10,-11743,,1729000,49,12,14749,,-1000,34,12,-22538,,-154700,35,13,3840,,11000,46,12,-3986,,,,9000,45,12,20215
150000,51,12,-11740,,-78500,53,2,14762,,-4300,23,12,-22535,,2300,47,13,3845,,14420,51,12,-3986,,,,120000,49,16,20222
0,49,13,-11733,,80000,48,12,14820,,0,41,12,-22522,,1300,38,12,3852,,0,48,12,-3975,,,,315000,53,16,20227
0,49,12,-11730,,36000,48,12,14826,,18300,23,12,-22510,,17800,61,12,3852,,625,52,16,-3972,,,,39000,55,13,20238
3000,45,11,-11726,,3000,49,14,14844,,100,28,12,-22504,,150900,74,12,3855,,140000,54,13,-3972,,,,500,54,12,20240
50,54,12,-11722,,255730,52,14,14865,,-7800,37,12,-22501,,265000,84,13,3856,,3100,47,12,-3969,,,,-1000,46,13,20249
743000,54,12,-11713,,0,50,15,14892,,10000,42,12,-22500,,0,87,14,3861,,6000,49,12,-3964,,,,8000,48,12,20249
55500,49,10,-11709,,1000,52,14,14901,,-1150,33,16,-22499,,388000,36,16,3861,,48000,50,14,-3945,,,,49300,50,12,20249
1,49,11,-11699,,6000,46,12,14902,,1000,25,13,-22494,,60000,75,12,3862,,17389,52,12,-3932,,,,317000,46,13,20249
400,50,14,-11699,,68000,49,12,14902,,104500,25,12,-22490,,72000,61,12,3862,,118520,47,12,-3927,,,,223000,53,12,20267
1000,46,12,-11699,,825000,54,17,14908,,75,54,12,-22485,,11150,38,12,3865,,111500,49,12,-3911,,,,23000,51,12,20268
43000,50,12,-11699,,149000,47,13,14913,,43025,47,12,-22476,,3,40,12,3871,,68200,46,12,-3909,,,,37500,52,12,20280
82200,46,14,-11695,,405000,52,12,14938,,700,30,12,-22475,,46000,40,13,3871,,67220,48,12,-3899,,,,-7000,50,12,20282
-2200,48,11,-11694,,73000,51,8,14944,,0,21,12,-22474,,553800,42,12,3871,,-1500,53,12,-3898,,,,748500,51,12,20295
4900,51,12,-11692,,80000,51,12,14944,,300,67,16,-22471,,31000,53,14,3872,,2500,53,16,-3889,,,,100,51,14,20314
0,52,11,-11684,,400,46,16,14951,,-14000,79,16,-22465,,-4750,51,13,3879,,5001,51,13,-3873,,,,49000,53,12,20314
57500,55,12,-11672,,27000,53,6,14967,,-5400,25,12,-22454,,16000,47,16,3886,,12000,45,12,-3868,,,,41000,45,16,20324
-6000,53,12,-11669,,16500,47,16,14968,,6500,28,16,-22450,,9430,29,14,3890,,0,46,12,-3855,,,,-308269,49,12,20329
43005,55,7,-11664,,43200,53,14,14980,,10020,54,12,-22433,,10820,31,15,3890,,-11800,48,14,-3853,,,,5000,46,12,20329
-15000,53,12,-11644,,30170,53,12,15008,,31000,29,14,-22433,,14000,37,12,3890,,4100,48,16,-3849,,,,106600,54,12,20329
21500,55,9,-11644,,0,53,14,15014,,4001,43,16,-22420,,63500,32,12,3891,,111000,52,16,-3848,,,,471000,55,12,20339
16,49,12,-11640,,48000,53,16,15014,,12000,29,16,-22415,,-37800,37,14,3892,,0,46,12,-3822,,,,-8580,55,14,20351
1000,51,13,-11638,,1380000,47,17,15023,,7600,50,12,-22413,,2800,28,12,3892,,29900,53,12,-3806,,,,6000,50,12,20351
-102000,48,9,-11634,,27779,54,11,15025,,0,49,14,-22405,,-15960,46,16,3892,,255000,47,12,-3788,,,,1123000,55,16,20357
162400,49,15,-11629,,44000,50,11,15041,,0,25,12,-22405,,6000,53,14,3892,,-37970,49,13,-3785,,,,60200,45,13,20382
600,53,12,-11619,,6000,48,16,15045,,2000,19,12,-22405,,8300,46,12,3892,,-4000,47,12,-3785,,,,0,51,13,20394
12000,53,12,-11614,,-10000,45,12,15046,,0,34,12,-22401,,32000,29,16,3892,,6500,45,12,-3780,,,,1660000,54,14,20399
70000,52,15,-11608,,28000,52,11,15058,,108900,46,12,-22398,,540000,58,14,3895,,5500,51,12,-3768,,,,60000,54,13,20400
8600,54,10,-11601,,2248,52,12,15060,,10900,23,12,-22393,,273050,75,14,3897,,8000,52,15,-3766,,,,58500,51,12,20406
-15000,45,16,-11598,,48000,51,12,15157,,19260,38,12,-22393,,-116480,36,13,3900,,36000,47,12,-3751,,,,3000,49,12,20423
47500,52,12,-11589,,98800,53,12,15158,,101350,44,12,-22391,,-26000,22,14,3901,,194400,52,15,-3748,,,,-21000,49,16,20426
10000,48,6,-11586,,400,55,10,15170,,0,25,12,-22388,,-4120,27,13,3901,,84300,46,14,-3742,,,,88800,54,14,20432
3000,53,8,-11580,,47568,55,15,15178,,4000,30,13,-22388,,0,23,12,3901,,26000,52,12,-3731,,,,641000,55,12,20437
1,48,8,-11564,,0,52,12,15197,,62000,69,12,-22388,,1125,27,12,3901,,100200,45,16,-3712,,,,65208,50,12,20456
90011,54,12,-11533,,66800,48,12,15205,,49000,50,12,-22375,,1900,38,12,3901,,48889,45,14,-3676,,,,-3800,55,12,20501
-496,47,12,-11532,,223160,55,12,15212,,8385,22,14,-22374,,36621,26,16,3901,,500,50,12,-3659,,,,343000,48,14,20517
10005,50,12,-11532,,-118000,48,15,15215,,25,47,13,-22368,,-10000,32,12,3902,,102000,50,12,-3654,,,,57100,54,13,20538
5000,53,11,-11522,,0,55,11,15215,,0,31,13,-22368,,47700,50,12,3902,,73700,54,13,-3635,,,,171000,51,13,20549
-6000,52,15,-11517,,55300,50,10,15215,,68000,67,12,-22368,,68000,53,12,3902,,-12000,55,12,-3628,,,,196600,52,12,20578
8700,52,11,-11516,,10650,55,12,15216,,5000,21,12,-22356,,148000,77,12,3905,,5300,47,12,-3617,,,,298000,55,14,20579
26000,50,13,-11510,,800,48,13,15217,,-1000,31,13,-22351,,241000,78,12,3905,,34400,49,14,-3614,,,,14600,48,12,20590
111000,52,15,-11506,,250200,55,17,15225,,35020,55,16,-22349,,120000,51,14,3909,,0,48,13,-3606,,,,26032,46,16,20590
-1000,49,13,-11490,,265000,55,12,15225,,36005,48,14,-22344,,3000,29,12,3910,,-30000,50,13,-3595,,,,103500,49,15,20599
-5000,47,16,-11486,,36000,54,11,15229,,110000,67,12,-22344,,6500,39,14,3910,,9900,46,12,-3585,,,,1678300,46,14,20605
-4000,55,12,-11486,,34000,54,15,15249,,18700,24,12,-22342,,52200,38,14,3910,,637000,55,14,-3564,,,,218000,46,14,20612
-9900,55,13,-11476,,5000,46,11,15262,,2000,23,12,-22336,,69000,32,16,3910,,-3000,53,12,-3529,,,,552000,46,16,20631
10000,53,11,-11474,,199000,47,16,15265,,36000,39,12,-22333,,-23000,22,14,3913,,13600,52,13,-3494,,,,131500,52,12,20654
500,49,14,-11460,,5850,55,12,15267,,-6000,40,12,-22332,,10000,33,14,3913,,125200,51,12,-3454,,,,95300,55,14,20665
100,48,16,-11459,,88000,51,13,15267,,-2000,28,12,-22325,,-59900,22,12,3914,,818500,54,14,-3434,,,,2700,47,12,20666
173000,49,15,-11450,,108500,49,14,15277,,-2100,59,12,-22306,,340564,32,16,3914,,0,51,12,-3403,,,,37200,46,12,20672
0,49,12,-11428,,90000,55,16,15278,,-1600,35,14,-22299,,400,36,15,3915,,300,48,14,-3403,,,,97000,48,12,20672
11,55,10,-11418,,327700,46,16,15279,,79000,22,13,-22299,,-4000,36,12,3918,,174500,55,12,-3403,,,,200000,55,14,20682
1000,51,14,-11412,,785000,45,16,15286,,142500,39,16,-22287,,15000,41,13,3920,,1800000,54,16,-3401,,,,4200,46,12,20686
4100,47,6,-11411,,72000,54,12,15331,,56060,38,12,-22285,,16000,23,13,3920,,47050,51,12,-3398,,,,64500,47,13,20692
89500,51,13,-11411,,41000,47,12,15336,,0,94,12,-22280,,-400,64,16,3921,,62000,48,12,-3362,,,,89000,52,12,20699
2255000,54,12,-11411,,225810,46,13,15344,,0,61,13,-22280,,119000,77,12,3921,,84000,53,12,-3314,,,,-800,52,14,20707
-20000,51,12,-11403,,177000,55,16,15364,,0,63,12,-22280,,10000,33,13,3923,,3844000,54,12,-3314,,,,44000,53,12,20712
5,49,11,-11403,,30700,46,12,15369,,85,77,13,-22280,,4200,28,15,3926,,1831000,47,13,-3311,,,,47000,46,12,20718
